           0.20000       0.125000           1790.6000         0.80         3.00
           0.20000       0.062500           2000.0000         0.80         4.00
           0.30000       0.031250           2000.0000         0.30         5.00
           0.30000       0.031250           2000.0000         0.90         5.00
